feature1,feature2,feature3,feature4,feature5,target,confidence
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,1,0.623
-0.23413695694918055,0.2790412922001377,1.0105152848065264,-0.580878134023515,-0.5251698071781478,0,0.673
0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0,0.717
0.3142473325952739,-0.7033438017074073,-2.1396206560762394,-0.6294749609242508,0.5977204669126083,0,0.806
-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,0,0.874
-0.2916937497932768,-1.0215521946755979,-0.16175538639752096,-0.5336488038424868,-0.005527862320126283,0,0.964
0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0,0.988
0.19686123586912352,0.21863831605386247,0.8817610389486106,-1.0090853428651076,-1.5832942135368875,0,0.709
-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,0.324083969394795,0,0.630
-0.38508228041631654,0.5821227947130392,0.8877484595933572,0.8943323301087615,0.7549977972447358,1,0.630
-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,-0.47917423784528995,0,0.724
-0.18565897666381712,1.1797163447007009,-0.8982079394556782,0.8347954192304283,0.2965613843289707,1,0.789
0.36163602504763415,-0.6451197546051243,0.36139560550841393,1.5380365664659692,-0.03582603910995154,1,0.809
1.5646436558140062,-0.39863839001520124,-0.060864087474746136,-1.4187504585914028,1.042491617339421,1,0.803
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,1,0.972
-0.5017570435845365,0.5014483315248052,1.1581866529320277,0.25711687005627937,0.3145128958631717,1,0.675
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,0,0.927
-1.4635149481321186,-2.65517604756347,0.3455179438887663,-0.39551645158029325,-0.289136856469942,0,0.735
-0.16128571166600914,0.4040508568145384,1.8861859012105302,0.17457781283183896,0.25755039072276437,1,0.985
-0.07444591576616721,-0.018550804511640224,-1.6735046219902232,-1.0725318344356576,-0.9925861794031905,0,0.615
0.06023020994102644,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,1,0.994
-1.168678037619532,0.767296838706404,-1.1497925774943585,-0.7753361059569441,0.7731408558892489,0,0.891
1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785,-0.9905363251306883,1,0.616
